site,year,block,plot,pd,pd_fac,rate,sample_date_standcounts,seedling_n,sample_date_groundcover,sp1_gc,sp2_gc,sp3_gc,canopy_cover,sample_date_anthesis,sp1,sp2,sp3,rye_g,weed_g,LRR_weeds,RCI_weeds,rye_kg,weed_kg,GDD_greenup,GDD_anthesis,soil_n,soil_pH,soil_p,soil_OM,
DE,2022,4,412,nov17,3,0,12/13/21,0,3/29/22,Whitlowgrass,Common chickweed,Henbit,2.68,5/12/22,na,na,na,0,na,na,na,0,na,,,na,na,na,na,
DE,2022,1,105,oct13,1,10,11/10/21,12,3/29/22,Whitlowgrass,Henbit,Mouseear chickweed,19.98,5/12/22,na,na,na,51.8,na,na,na,2072,na,,,na,na,na,na,
DE,2022,2,217,oct13,1,10,11/10/21,17,3/29/22,Whitlowgrass,Henbit,Jagged chickweed,15.93,5/12/22,na,na,na,52,na,na,na,2080,na,,,na,na,na,na,
DE,2022,3,315,oct13,1,10,11/10/21,13,3/29/22,Whitlowgrass,Henbit,Annual bluegrass,27.2,5/12/22,na,na,na,72.6,na,na,na,2904,na,,,na,na,na,na,
DE,2022,4,416,oct13,1,10,11/10/21,10,3/29/22,Whitlowgrass,Common chickweed,Henbit,15.39,5/12/22,na,na,na,64,na,na,na,2560,na,,,na,na,na,na,
DE,2022,1,121,nov2,2,10,12/2/21,4,3/29/22,Whitlowgrass,Henbit,na,16.86,5/12/22,na,na,na,61.2,na,na,na,2448,na,,,na,na,na,na,
DE,2022,2,202,nov2,2,10,12/2/21,10,3/29/22,Whitlowgrass,Henbit,Jagged chickweed,16.34,5/12/22,na,na,na,67,na,na,na,2680,na,,,na,na,na,na,
DE,2022,3,306,nov2,2,10,12/2/21,7,3/29/22,Whitlowgrass,Henbit,na,15.77,5/12/22,na,na,na,65.8,na,na,na,2632,na,,,na,na,na,na,
DE,2022,4,402,nov2,2,10,12/2/21,6,3/29/22,Whitlowgrass,Mouseear chickweed,Henbit,9.16,5/12/22,na,na,na,35.2,na,na,na,1408,na,,,na,na,na,na,
DE,2022,1,112,nov17,3,10,12/13/21,5,3/29/22,Whitlowgrass,Henbit,Purslane speedwell,12.34,5/12/22,na,na,na,50.2,na,na,na,2008,na,,,na,na,na,na,
DE,2022,2,214,nov17,3,10,12/13/21,9,3/29/22,Henbit,Henbit,Dandelion,20.85,5/12/22,na,na,na,35.8,na,na,na,1432,na,,,na,na,na,na,
DE,2022,3,311,nov17,3,10,12/13/21,7,3/29/22,Whitlowgrass,Henbit,Common chickweed,8.68,5/12/22,na,na,na,35,na,na,na,1400,na,,,na,na,na,na,
DE,2022,4,411,nov17,3,10,12/13/21,14,3/29/22,Whitlowgrass,Common chickweed,Henbit,12.68,5/12/22,na,na,na,24,na,na,na,960,na,,,na,na,na,na,
DE,2022,1,104,oct13,1,30,11/10/21,12,3/29/22,Whitlowgrass,Henbit,Jagged chickweed,17.55,5/12/22,na,na,na,62.6,na,na,na,2504,na,,,na,na,na,na,
DE,2022,2,216,oct13,1,30,11/10/21,15,3/29/22,Whitlowgrass,Henbit,Cutleaf evening primrose,21.87,5/12/22,na,na,na,78,na,na,na,3120,na,,,na,na,na,na,
DE,2022,3,319,oct13,1,30,11/10/21,13,3/29/22,Whitlowgrass,Henbit,Common chickweed,54.98,5/12/22,na,na,na,144.6,na,na,na,5784,na,,,na,na,na,na,
DE,2022,4,419,oct13,1,30,11/10/21,21,3/29/22,Whitlowgrass,Common chickweed,Henbit,43.27,5/12/22,na,na,na,138,na,na,na,5520,na,,,na,na,na,na,
DE,2022,1,120,nov2,2,30,12/2/21,30,3/29/22,Whitlowgrass,Henbit,Purslane speedwell,26.41,5/12/22,na,na,na,87,na,na,na,3480,na,,,na,na,na,na,
DE,2022,2,204,nov2,2,30,12/2/21,22,3/29/22,Whitlowgrass,Henbit,Jagged chickweed,16.59,5/12/22,na,na,na,44.4,na,na,na,1776,na,,,na,na,na,na,
DE,2022,3,302,nov2,2,30,12/2/21,24,3/29/22,Whitlowgrass,Henbit,Mouseear chickweed,24.49,5/12/22,na,na,na,68.6,na,na,na,2744,na,,,na,na,na,na,
DE,2022,4,406,nov2,2,30,12/2/21,12,3/29/22,Whitlowgrass,Common chickweed,Henbit,14.09,5/12/22,na,na,na,61.4,na,na,na,2456,na,,,na,na,na,na,
DE,2022,1,109,nov17,3,30,12/13/21,23,3/29/22,Whitlowgrass,Henbit,Annual bluegrass,21.93,5/12/22,na,na,na,72,na,na,na,2880,na,,,na,na,na,na,
DE,2022,2,213,nov17,3,30,12/13/21,19,3/29/22,Henbit,Whitlowgrass,Common chickweed,18.35,5/12/22,na,na,na,47.6,na,na,na,1904,na,,,na,na,na,na,
DE,2022,3,312,nov17,3,30,12/13/21,24,3/29/22,Whitlowgrass,Henbit,Common chickweed,25.73,5/12/22,na,na,na,72.8,na,na,na,2912,na,,,na,na,na,na,
DE,2022,4,408,nov17,3,30,12/13/21,21,3/29/22,Whitlowgrass,Henbit,Annual bluegrass,10.33,5/12/22,na,na,na,24,na,na,na,960,na,,,na,na,na,na,
DE,2022,1,101,oct13,1,60,11/10/21,37,3/29/22,Whitlowgrass,Henbit,Common chickweed,24.04,5/12/22,na,na,na,98.4,na,na,na,3936,na,,,na,na,na,na,
DE,2022,2,219,oct13,1,60,11/10/21,43,3/29/22,Whitlowgrass,Henbit,Common chickweed,29.75,5/12/22,na,na,na,94,na,na,na,3760,na,,,na,na,na,na,
DE,2022,3,318,oct13,1,60,11/10/21,29,3/29/22,Whitlowgrass,Henbit,Common chickweed,44.31,5/12/22,na,na,na,128,na,na,na,5120,na,,,na,na,na,na,
DE,2022,4,420,oct13,1,60,11/10/21,29,3/29/22,Whitlowgrass,Common chickweed,Henbit,23.03,5/12/22,na,na,na,70.4,na,na,na,2816,na,,,na,na,na,na,
DE,2022,1,118,nov2,2,60,12/2/21,40,3/29/22,Whitlowgrass,Henbit,Jagged chickweed,28.63,5/12/22,na,na,na,104,na,na,na,4160,na,,,na,na,na,na,
DE,2022,2,206,nov2,2,60,12/2/21,31,3/29/22,Whitlowgrass,Henbit,Annual bluegrass,16.24,5/12/22,na,na,na,49,na,na,na,1960,na,,,na,na,na,na,
DE,2022,3,307,nov2,2,60,12/2/21,26,3/29/22,Whitlowgrass,Henbit,na,19.41,5/12/22,na,na,na,61,na,na,na,2440,na,,,na,na,na,na,
DE,2022,4,405,nov2,2,60,12/2/21,35,3/29/22,Whitlowgrass,Henbit,Common chickweed,15.41,5/12/22,na,na,na,60.8,na,na,na,2432,na,,,na,na,na,na,
DE,2022,1,110,nov17,3,60,12/13/21,40,3/29/22,Whitlowgrass,Henbit,Cutleaf evening primrose,19.38,5/12/22,na,na,na,50,na,na,na,2000,na,,,na,na,na,na,
DE,2022,2,211,nov17,3,60,12/13/21,56,3/29/22,Whitlowgrass,Henbit,Annual bluegrass,16.63,5/12/22,na,na,na,28.4,na,na,na,1136,na,,,na,na,na,na,
DE,2022,3,313,nov17,3,60,12/13/21,33,3/29/22,Whitlowgrass,Henbit,na,20.82,5/12/22,na,na,na,61.4,na,na,na,2456,na,,,na,na,na,na,
DE,2022,4,414,nov17,3,60,12/13/21,34,3/29/22,Whitlowgrass,Henbit,Common chickweed,12.01,5/12/22,na,na,na,32,na,na,na,1280,na,,,na,na,na,na,
DE,2022,1,103,oct13,1,90,11/10/21,53,3/29/22,Whitlowgrass,Henbit,Jagged chickweed,24.33,5/12/22,na,na,na,79.4,na,na,na,3176,na,,,na,na,na,na,
DE,2022,2,218,oct13,1,90,11/10/21,42,3/29/22,Whitlowgrass,Henbit,Common chickweed,18.68,5/12/22,na,na,na,84.4,na,na,na,3376,na,,,na,na,na,na,
DE,2022,3,320,oct13,1,90,11/10/21,39,3/29/22,Whitlowgrass,Henbit,na,55.09,5/12/22,na,na,na,115.8,na,na,na,4632,na,,,na,na,na,na,
DE,2022,4,417,oct13,1,90,11/10/21,45,3/29/22,Whitlowgrass,Common chickweed,Henbit,27.51,5/12/22,na,na,na,85.2,na,na,na,3408,na,,,na,na,na,na,
DE,2022,1,115,nov2,2,90,12/2/21,45,3/29/22,Whitlowgrass,Henbit,Annual bluegrass,18.63,5/12/22,na,na,na,64.2,na,na,na,2568,na,,,na,na,na,na,
DE,2022,2,205,nov2,2,90,12/2/21,73,3/29/22,Whitlowgrass,Henbit,na,18.52,5/12/22,na,na,na,71.6,na,na,na,2864,na,,,na,na,na,na,
DE,2022,3,305,nov2,2,90,12/2/21,48,3/29/22,Whitlowgrass,Henbit,na,38.86,5/12/22,na,na,na,121.4,na,na,na,4856,na,,,na,na,na,na,
DE,2022,4,401,nov2,2,90,12/2/21,58,3/29/22,Whitlowgrass,Henbit,Cutleaf evening primrose,9.35,5/12/22,na,na,na,33.2,na,na,na,1328,na,,,na,na,na,na,
DE,2022,1,113,nov17,3,90,12/13/21,70,3/29/22,Whitlowgrass,Henbit,Common chickweed,26.48,5/12/22,na,na,na,76.4,na,na,na,3056,na,,,na,na,na,na,
DE,2022,2,212,nov17,3,90,12/13/21,52,3/29/22,Whitlowgrass,Whitlowgrass,Annual bluegrass,21.13,5/12/22,na,na,na,39.8,na,na,na,1592,na,,,na,na,na,na,
DE,2022,3,314,nov17,3,90,12/13/21,41,3/29/22,Whitlowgrass,Henbit,na,17.77,5/12/22,na,na,na,48.4,na,na,na,1936,na,,,na,na,na,na,
DE,2022,4,409,nov17,3,90,12/13/21,80,3/29/22,Whitlowgrass,Henbit,Annual bluegrass,18.52,5/12/22,na,na,na,68.2,na,na,na,2728,na,,,na,na,na,na,
DE,2022,1,102,oct13,1,120,11/10/21,40,3/29/22,Whitlowgrass,Henbit,Jagged chickweed,20.01,5/12/22,na,na,na,55.6,na,na,na,2224,na,,,na,na,na,na,
DE,2022,2,220,oct13,1,120,11/10/21,38,3/29/22,Whitlowgrass,Henbit,Common chickweed,25.79,5/12/22,na,na,na,91,na,na,na,3640,na,,,na,na,na,na,
DE,2022,3,316,oct13,1,120,11/10/21,64,3/29/22,Whitlowgrass,Henbit,Annual bluegrass,24.51,5/12/22,na,na,na,77.4,na,na,na,3096,na,,,na,na,na,na,
DE,2022,4,415,oct13,1,120,11/10/21,71,3/29/22,Whitlowgrass,Common chickweed,Henbit,27.24,5/12/22,na,na,na,103.8,na,na,na,4152,na,,,na,na,na,na,
DE,2022,1,119,nov2,2,120,12/2/21,98,3/29/22,Whitlowgrass,na,na,19.74,5/12/22,na,na,na,70.6,na,na,na,2824,na,,,na,na,na,na,
DE,2022,2,201,nov2,2,120,12/2/21,61,3/29/22,Whitlowgrass,Henbit,na,15.33,5/12/22,na,na,na,51.4,na,na,na,2056,na,,,na,na,na,na,
DE,2022,3,303,nov2,2,120,12/2/21,68,3/29/22,Whitlowgrass,Henbit,Common chickweed,18.19,5/12/22,na,na,na,51.6,na,na,na,2064,na,,,na,na,na,na,
DE,2022,4,407,nov2,2,120,12/2/21,81,3/29/22,Whitlowgrass,na,na,18.94,5/12/22,na,na,na,54,na,na,na,2160,na,,,na,na,na,na,
DE,2022,1,111,nov17,3,120,12/13/21,87,3/29/22,Whitlowgrass,Henbit,Jagged chickweed,22.06,5/12/22,na,na,na,65.6,na,na,na,2624,na,,,na,na,na,na,
DE,2022,2,209,nov17,3,120,12/13/21,75,3/29/22,Whitlowgrass,Henbit,Mouseear chickweed,31.71,5/12/22,na,na,na,60.2,na,na,na,2408,na,,,na,na,na,na,
DE,2022,3,310,nov17,3,120,12/13/21,84,3/29/22,Whitlowgrass,Henbit,na,19.31,5/12/22,na,na,na,68.6,na,na,na,2744,na,,,na,na,na,na,
DE,2022,4,413,nov17,3,120,12/13/21,73,3/29/22,Whitlowgrass,Henbit,Common chickweed,22.38,5/12/22,na,na,na,73.4,na,na,na,2936,na,,,na,na,na,na,
DE,2022,1,117,nov2,2,150,12/2/21,81,3/29/22,Whitlowgrass,Henbit,Jagged chickweed,21.59,5/12/22,na,na,na,64,na,na,na,2560,na,,,na,na,na,na,
DE,2022,2,207,nov2,2,150,12/2/21,81,3/29/22,Whitlowgrass,Henbit,na,27,5/12/22,na,na,na,97,na,na,na,3880,na,,,na,na,na,na,
DE,2022,3,301,nov2,2,150,12/2/21,111,3/29/22,Whitlowgrass,Henbit,Mouseear chickweed,19.55,5/12/22,na,na,na,48.8,na,na,na,1952,na,,,na,na,na,na,
DE,2022,4,404,nov2,2,150,12/2/21,86,3/29/22,Whitlowgrass,Jagged chickweed,Henbit,20.71,5/12/22,na,na,na,76.8,na,na,na,3072,na,,,na,na,na,na,
DE,2022,1,114,nov17,3,150,12/13/21,70,3/29/22,Whitlowgrass,Henbit,Common chickweed,22.23,5/12/22,na,na,na,63.2,na,na,na,2528,na,,,na,na,na,na,
DE,2022,2,208,nov17,3,150,12/13/21,110,3/29/22,Whitlowgrass,Henbit,Common chickweed,22.29,5/12/22,na,na,na,42.8,na,na,na,1712,na,,,na,na,na,na,
DE,2022,3,309,nov17,3,150,12/13/21,68,3/29/22,Henbit,Whitlowgrass,Annual bluegrass,19.3,5/12/22,na,na,na,60.4,na,na,na,2416,na,,,na,na,na,na,
DE,2022,4,410,nov17,3,150,12/13/21,67,3/29/22,Whitlowgrass,Henbit,Common chickweed,10.13,5/12/22,na,na,na,27,na,na,na,1080,na,,,na,na,na,na,
DE,2023,1,101,10/12/2022,1,50,12/8/22,29,4/4/23,VIORA,VERHE,Jagged_chickweed,16.92,10-May-23,VIORA,OEOLA,na,79.2,2.8,0.638658995,-0.893939394,3168,112,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,1,102,10/12/2022,1,105,12/8/22,70,4/4/23,VIORA,VERHE,,17.79,10-May-23,VIORA,VICSA,na,74.8,5.8,0.576783592,-0.78030303,2992,232,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,1,103,10/12/2022,1,25,12/8/22,34,4/4/23,VIORA,VERHE,VICSA,45.87,10-May-23,VIORA,VICSA,na,101,11,0.459532329,-0.583333333,4040,440,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,1,104,10/12/2022,1,80,12/8/22,66,4/4/23,VIORA,Jagged_chickweed,OEOLA,14.53,10-May-23,VIORA,OEOLA,na,59.6,6.8,0.555277386,-0.742424242,2384,272,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,1,105,10/12/2022,1,0,12/8/22,0,4/4/23,VIORA,OEOLA,,11.43,10-May-23,VIORA,OEOLA,na,0,26.4,0,0,0,1056,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,1,106,10/12/2022,1,150,12/8/22,49,4/4/23,VIORA,VERHE,Jagged_chickweed,23.02,10-May-23,VIORA,na,na,70.8,4.4,0.606135804,-0.833333333,2832,176,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,1,107,10/12/2022,1,15,12/8/22,9,4/4/23,VIORA,VERHE,VICSA,22.34,10-May-23,VIORA,VICSA,Chickweed spp,55.4,24.6,0.065957968,-0.068181818,2216,984,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,1,108,10/31/2022,2,0,12/8/22,0,4/4/23,VIORA,VERHE,VICSA,3.03,10-May-23,VIORA,VICSA,na,0,18.8,0,0,0,752,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,1,109,10/31/2022,2,80,12/8/22,32,4/4/23,VIORA,VERHE,VICSA,10.71,10-May-23,VIORA,VICSA,na,25,13,0.268889573,-0.308510638,1000,520,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,1,110,10/31/2022,2,150,12/8/22,78,4/4/23,VIORA,VERHE,na,24.16,10-May-23,VIORA,na,na,67,9.2,0.412532275,-0.510638298,2680,368,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,1,111,10/31/2022,2,50,12/8/22,26,4/4/23,VIORA,na,na,22.99,10-May-23,VIORA,na,na,28.6,20.4,-0.088947486,0.085106383,1144,816,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,1,112,10/31/2022,2,15,12/8/22,9,4/4/23,VIORA,na,na,14.6,10-May-23,VIORA,na,na,16.2,27,-0.573002869,0.436170213,648,1080,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,1,113,10/31/2022,2,105,12/8/22,53,4/4/23,VIORA,VERHE,na,20.84,10-May-23,VIORA,VICSA,na,40.8,17.4,0.071825735,-0.074468085,1632,696,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,1,114,10/31/2022,2,25,12/8/22,12,4/4/23,VIORA,VICSA,VERHE,19.56,10-May-23,VIORA,VICSA,OEOLA,28.8,31.4,-1.109307578,0.670212766,1152,1256,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,1,115,11/17/2022,3,80,12/8/22,29,4/4/23,VIORA,VICSA,VERHE,9.51,10-May-23,VIORA,na,na,29.4,5.6,0.608247737,-0.837209302,1176,224,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,1,116,11/17/2022,3,15,12/8/22,6,4/4/23,VIORA,VICSA,na,6.3,10-May-23,VIORA,na,na,8.8,19.4,0.36189386,-0.436046512,352,776,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,1,117,11/17/2022,3,50,12/8/22,36,4/4/23,VIORA,OEOLA,,25.37,10-May-23,VIORA,na,na,19.2,21.4,0.320565664,-0.377906977,768,856,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,1,118,11/17/2022,3,25,12/8/22,19,4/4/23,VIORA,na,na,13.98,10-May-23,VIORA,na,na,20,30.8,0.099529595,-0.104651163,800,1232,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,1,119,11/17/2022,3,105,12/8/22,62,4/4/23,VIORA,VERHE,na,12.48,10-May-23,VIORA,na,na,20.6,18.8,0.373966441,-0.453488372,824,752,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,1,120,11/17/2022,3,0,12/8/22,0,4/4/23,VIORA,VERHE,na,10.46,10-May-23,VIORA,VICSA,na,0,34.4,0,0,0,1376,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,1,121,11/17/2022,3,150,12/8/22,61,4/4/23,VIORA,VERHE,VICSA,14.63,10-May-23,VIORA,VICSA,Chickweed spp,21.4,19.8,0.353763734,-0.424418605,856,792,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,2,201,10/31/2022,2,105,12/8/22,58,4/4/23,VIORA,na,na,14.42,10-May-23,VIORA,OEOLA,na,80.8,3.6,0.630843297,-0.879194631,3232,144,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,2,202,10/31/2022,2,15,12/8/22,15,4/4/23,VIORA,OEOLA,VERHE,11.18,10-May-23,VIORA,OEOLA,na,23.6,14.6,0.412154096,-0.510067114,944,584,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,2,203,10/31/2022,2,50,12/8/22,35,4/4/23,VIORA,na,na,33.82,10-May-23,VIORA,na,na,55,14,0.425399323,-0.530201342,2200,560,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,2,204,10/31/2022,2,150,12/8/22,78,4/4/23,VIORA,VERHE,na,23.95,10-May-23,VIORA,na,na,67.2,11.4,0.480850628,-0.617449664,2688,456,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,2,205,10/31/2022,2,80,12/8/22,49,4/4/23,VIORA,VERHE,na,14.28,10-May-23,VIORA,na,na,35,13.8,0.429775698,-0.536912752,1400,552,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,2,206,10/31/2022,2,25,12/8/22,15,4/4/23,VIORA,VERHE,na,13.84,10-May-23,VIORA,na,na,61.2,19,0.309259673,-0.362416107,2448,760,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,2,207,10/31/2022,2,0,12/8/22,0,4/4/23,VIORA,OEOLA,,6.48,10-May-23,VIORA,OEOLA,na,0,29.8,0,0,0,1192,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,2,208,10/12/2022,1,150,12/8/22,76,4/4/23,CERFO,VIORA,VERHE,15.21,10-May-23,CERFO,VIORA,na,86.2,4.2,0.618512199,-0.856164384,3448,168,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,2,209,10/12/2022,1,50,12/8/22,35,4/4/23,VIORA,OEOLA,Jagged_chickweed,12.6,10-May-23,VIORA,OEOLA,na,60.8,2.8,0.644014492,-0.904109589,2432,112,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,2,210,10/12/2022,1,0,12/8/22,0,4/4/23,VIORA,OEOLA,Jagged_chickweed,33.22,10-May-23,VIORA,OEOLA,na,0,29.2,0,0,0,1168,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,2,211,10/12/2022,1,105,12/8/22,45,4/4/23,VIORA,Jagged_chickweed,OEOLA,25.44,10-May-23,VIORA,OEOLA,na,59.8,8.6,0.533846275,-0.705479452,2392,344,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,2,212,10/12/2022,1,80,12/8/22,67,4/4/23,VIORA,VICSA,CERFO,22.01,10-May-23,VIORA,Chickweed spp,na,80,8.6,0.533846275,-0.705479452,3200,344,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,2,213,10/12/2022,1,15,12/8/22,20,4/4/23,VIORA,na,na,20.91,10-May-23,VIORA,VICSA,na,67,22,0.220400065,-0.246575342,2680,880,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,2,214,10/12/2022,1,25,12/8/22,20,4/4/23,VIORA,na,na,15.39,10-May-23,VIORA,Chickweed spp,na,63,8.4,0.537854296,-0.712328767,2520,336,1455.98,2125.50,1.5,6.57,207,1.32,
DE,2023,2,215,11/17/2022,3,15,12/8/22,13,4/4/23,LAMAM,CERFO,na,4.01,10-May-23,CERFO,,na,18.2,6.2,0.556067588,-0.743801653,728,248,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,2,216,11/17/2022,3,50,12/8/22,36,4/4/23,VIORA,OEOLA,,10.14,10-May-23,VIORA,OEOLA,na,32.4,7,0.536928248,-0.710743802,1296,280,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,2,217,11/17/2022,3,150,12/8/22,73,4/4/23,VIORA,na,na,37.88,10-May-23,VIORA,Chickweed spp,na,23,18,0.228089975,-0.256198347,920,720,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,2,218,11/17/2022,3,0,12/8/22,0,4/4/23,VIORA,na,na,17.35,10-May-23,VIORA,OEOLA,na,0,24.2,0,0,0,968,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,2,219,11/17/2022,3,25,12/8/22,18,4/4/23,VIORA,na,na,14.6,10-May-23,VIORA,na,na,18.4,29.4,-0.241913654,0.214876033,736,1176,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,2,220,11/17/2022,3,80,12/8/22,37,4/4/23,VIORA,na,na,10.71,10-May-23,VIORA,na,na,14.6,16,0.29180579,-0.338842975,584,640,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,2,221,11/17/2022,3,105,12/8/22,58,4/4/23,VIORA,na,na,13.61,10-May-23,VIORA,na,na,29.6,15.2,0.316197243,-0.371900826,1184,608,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,3,301,11/17/2022,3,0,12/8/22,0,4/4/23,LAMAM,VIORA,Jagged_chickweed,2.72,10-May-23,VIORA,Chickweed spp,VERHE,0,7.6,0,0,0,304,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,3,302,11/17/2022,3,105,12/8/22,51,4/4/23,VIORA,OEOLA,,10.09,10-May-23,VIORA,na,na,47.2,0,0.693147181,-1,1888,0,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,3,303,11/17/2022,3,80,12/8/22,38,4/4/23,VIORA,na,na,21.66,10-May-23,VIORA,Chickweed spp,na,23.4,17.2,na,1.263157895,936,688,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,3,304,11/17/2022,3,15,12/8/22,10,4/4/23,VIORA,OEOLA,LAMAM,8.42,10-May-23,VIORA,OEOLA,na,10,23.8,na,2.131578947,400,952,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,3,305,11/17/2022,3,150,12/8/22,80,4/4/23,VIORA,na,na,12.36,10-May-23,VIORA,Chickweed spp,VICSA,39.2,17,na,1.236842105,1568,680,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,3,306,11/17/2022,3,25,12/8/22,17,4/4/23,VIORA,Jagged_chickweed,LAMAM,8.7,10-May-23,VIORA,OEOLA,Chickweed spp,11.6,26,na,2.421052632,464,1040,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,3,307,11/17/2022,3,50,12/8/22,27,4/4/23,VIORA,LAMAM,na,12.03,10-May-23,VIORA,na,na,18.6,14.6,-2.538973871,0.921052632,744,584,863.50,1533.03,1.7,6.68,202,1.3,
DE,2023,3,308,10/12/2022,1,105,12/8/22,76,4/4/23,CERFO,LAMAM,na,10.49,10-May-23,CERFO,Annual ryegrass,na,52,3.6,0.638753108,-0.894117647,2080,144,1285.61,1948.46,1.5,6.57,207,1.32,
DE,2023,3,309,10/12/2022,1,25,12/8/22,21,4/4/23,VIORA,LAMAM,na,18.21,10-May-23,VIORA,na,na,77.8,7.2,0.581229264,-0.788235294,3112,288,1285.61,1948.46,1.5,6.57,207,1.32,
DE,2023,3,310,10/12/2022,1,150,12/8/22,60,4/4/23,VIORA,OEOLA,na,32.94,10-May-23,VIORA,Chickweed spp,OEOLA,70.2,12,0.498991166,-0.647058824,2808,480,1285.61,1948.46,1.5,6.57,207,1.32,
DE,2023,3,311,10/12/2022,1,0,12/8/22,0,4/4/23,VIORA,OEOLA,na,10.25,10-May-23,VIORA,Chickweed spp,OEOLA,0,34,0,0,0,1360,1285.61,1948.46,1.5,6.57,207,1.32,
DE,2023,3,312,10/12/2022,1,15,12/8/22,13,4/4/23,VIORA,LAMAM,VICSA,24.32,10-May-23,VIORA,VICSA,OEOLA,54.8,26.4,0.201739643,-0.223529412,2192,1056,1285.61,1948.46,1.5,6.57,207,1.32,
DE,2023,3,313,10/12/2022,1,80,12/8/22,51,4/4/23,VIORA,LAMAM,Jagged_chickweed,19.01,10-May-23,VIORA,Chickweed spp,na,72.4,8.6,0.557933702,-0.747058824,2896,344,1285.61,1948.46,1.5,6.57,207,1.32,
DE,2023,3,314,10/12/2022,1,50,12/8/22,30,4/4/23,VIORA,na,na,19.47,10-May-23,VIORA,OEOLA,na,78,6.8,0.587786665,-0.8,3120,272,1285.61,1948.46,1.5,6.57,207,1.32,
DE,2023,3,315,10/31/2022,2,80,12/8/22,52,4/4/23,LAMAM,CERFO,Jagged_chickweed,11.02,10-May-23,CERFO,VIORA,na,37.6,3.2,0.616186139,-0.851851852,1504,128,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,3,316,10/31/2022,2,105,12/8/22,78,4/4/23,VIORA,na,na,15.66,10-May-23,VIORA,na,na,61.6,2.2,0.640878752,-0.898148148,2464,88,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,3,317,10/31/2022,2,15,12/8/22,14,4/4/23,VIORA,OEOLA,,25.47,10-May-23,VIORA,Chickweed spp,na,24.4,25,-0.171271721,0.157407407,976,1000,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,3,318,10/31/2022,2,0,12/8/22,0,4/4/23,VIORA,LAMAM,na,25.16,10-May-23,VIORA,OEOLA,na,0,21.6,0,0,0,864,1159.67,1829.20,1.55,6.7,221,1.24,
DE,2023,3,319,10/31/2022,2,25,12/8/22,26,4/4/23,VIORA,OEOLA,LAMAM,14.75,10-May-23,VIORA,OEOLA,na,50.6,7,0.516365804,-0.675925926,2024,280,1159.67,1829.20,1.55,6.7,221,1.24,
